Date_of_journey,Journey_day,Airline,Flight_code,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Days_left,Fare
2023-02-16,Thursday,Indigo,6E-114,Economy,Kolkata,After 6 PM,1-stop,After 6 PM,Delhi,4.5,32.0,8585.0
2023-02-17,Friday,Indigo,6E-7946,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.5833,33.0,14918.0
2023-01-16,Monday,SpiceJet,SG-242,Economy,Kolkata,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,2.75,1.0,8870.0
2023-01-16,Monday,SpiceJet,SG-489,Economy,Kolkata,After 6 PM,non-stop,Before 6 AM,Mumbai,2.8333,1.0,8870.0
2023-01-16,Monday,AirAsia,I5-588,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,6.9167,1.0,8870.0
2023-01-16,Monday,AirAsia,I5-1536,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,10.5,1.0,8870.0
2023-01-16,Monday,Indigo,6E-5288,Economy,Kolkata,After 6 PM,non-stop,After 6 PM,Mumbai,3.0,1.0,9866.0
2023-01-16,Monday,Indigo,6E-5312,Economy,Kolkata,12 PM - 6 PM,non-stop,After 6 PM,Mumbai,3.0833,1.0,9866.0
2023-01-16,Monday,Indigo,6E-6172,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Mumbai,6.6667,1.0,10445.0
2023-01-16,Monday,Indigo,6E-647,Economy,Kolkata,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,7.25,1.0,11027.0
2023-01-16,Monday,AirAsia,I5-991,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.0,1.0,11652.0
2023-01-16,Monday,Indigo,6E-958,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,6.9167,1.0,11476.0
2023-01-16,Monday,Indigo,6E-379,Economy,Kolkata,Before 6 AM,1-stop,12 PM - 6 PM,Mumbai,6.4167,1.0,11533.0
2023-01-16,Monday,Indigo,6E-282,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.0,1.0,12325.0
2023-01-16,Monday,Indigo,6E-563,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.5833,1.0,12621.0
2023-01-16,Monday,Indigo,6E-534,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Mumbai,6.4167,1.0,12850.0
2023-01-16,Monday,Indigo,6E-6243,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.1667,1.0,13294.0
2023-01-16,Monday,Indigo,6E-5375,Economy,Kolkata,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,3.0833,1.0,13437.0
2023-01-16,Monday,Indigo,6E-318,Economy,Kolkata,Before 6 AM,1-stop,6 AM - 12 PM,Mumbai,6.0,1.0,13508.0
2023-01-16,Monday,Indigo,6E-757,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,6.6667,1.0,13690.0
2023-01-16,Monday,Indigo,6E-6785,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,7.1667,1.0,14239.0
2023-01-16,Monday,Indigo,6E-6893,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.0,1.0,14412.0
2023-01-16,Monday,Indigo,6E-634,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.0,1.0,22547.0
2023-01-17,Tuesday,Indigo,6E-7175,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,6.1667,2.0,15615.0
2023-01-24,Tuesday,SpiceJet,SG-383,Economy,Kolkata,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,23.75,9.0,9288.0
2023-02-16,Thursday,Indigo,6E-6513,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.9167,32.0,8338.0
2023-01-16,Monday,AirAsia,I5-517,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,8.0,1.0,7351.0
2023-01-16,Monday,Indigo,6E-716,Economy,Kolkata,After 6 PM,non-stop,Before 6 AM,Bangalore,2.5833,1.0,8712.0
2023-01-16,Monday,SpiceJet,SG-516,Economy,Kolkata,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,3.5,1.0,8976.0
2023-01-16,Monday,Indigo,6E-6289,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.8333,1.0,8770.0
2023-01-16,Monday,Indigo,6E-268,Economy,Kolkata,After 6 PM,non-stop,After 6 PM,Bangalore,2.6667,1.0,11022.0
2023-01-16,Monday,Indigo,6E-512,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.4167,1.0,13259.0
2023-01-16,Monday,Indigo,6E-6344,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.0,1.0,23517.0
2023-01-17,Tuesday,Indigo,6E-264,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.8333,2.0,14096.0
2023-01-17,Tuesday,Indigo,6E-259,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Bangalore,6.3333,2.0,15976.0
2023-01-25,Wednesday,SpiceJet,SG-274,Economy,Kolkata,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,23.75,10.0,6800.0
2023-01-26,Thursday,Indigo,6E-245,Economy,Kolkata,Before 6 AM,1-stop,12 PM - 6 PM,Bangalore,7.6667,11.0,11463.0
2023-02-01,Wednesday,Indigo,6E-6014,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.8333,17.0,6507.0
2023-02-01,Wednesday,Indigo,6E-6256,Economy,Kolkata,After 6 PM,non-stop,Before 6 AM,Bangalore,2.6667,17.0,7557.0
2023-02-01,Wednesday,Indigo,6E-192,Economy,Kolkata,After 6 PM,1-stop,Before 6 AM,Bangalore,6.3333,17.0,9405.0
2023-02-16,Thursday,Indigo,6E-6558,Economy,Kolkata,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,5.75,32.0,7473.0
2023-01-16,Monday,Indigo,6E-725,Economy,Kolkata,After 6 PM,non-stop,After 6 PM,Hyderabad,2.3333,1.0,7872.0
2023-01-16,Monday,Indigo,6E-371,Economy,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,7.4167,1.0,11652.0
2023-01-16,Monday,Indigo,6E-321,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.3333,1.0,15437.0
2023-01-16,Monday,Indigo,6E-7623,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.3333,1.0,22824.0
2023-01-26,Thursday,Indigo,6E-345,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,7.5,11.0,11519.0
2023-02-15,Wednesday,Indigo,6E-139,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,7.8333,31.0,13469.0
2023-02-03,Friday,Indigo,6E-566,Economy,Kolkata,After 6 PM,non-stop,Before 6 AM,Chennai,2.4167,19.0,7977.0
2023-01-16,Monday,SpiceJet,SG-874,Economy,Kolkata,After 6 PM,non-stop,Before 6 AM,Ahmedabad,2.6667,1.0,7634.0
2023-01-16,Monday,Indigo,6E-961,Economy,Kolkata,After 6 PM,non-stop,Before 6 AM,Ahmedabad,2.9167,1.0,9027.0
2023-01-16,Monday,AirAsia,I5-821,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,10.6667,1.0,6077.0
2023-01-16,Monday,SpiceJet,SG-612,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,14.8333,1.0,6228.0
2023-01-16,Monday,SpiceJet,SG-8208,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.8333,1.0,6319.0
2023-01-16,Monday,GO FIRST,G8-304,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.5833,1.0,6078.0
2023-01-16,Monday,Indigo,6E-804,Economy,Chennai,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.9167,1.0,6705.0
2023-01-16,Monday,Indigo,6E-2038,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,3.0,1.0,6705.0
2023-01-16,Monday,Indigo,6E-6228,Economy,Chennai,12 PM - 6 PM,non-stop,After 6 PM,Delhi,3.0833,1.0,6705.0
2023-01-16,Monday,Vistara,UK-838,Economy,Chennai,After 6 PM,non-stop,Before 6 AM,Delhi,3.0,1.0,6705.0
2023-01-16,Monday,Indigo,6E-365,Economy,Chennai,After 6 PM,1-stop,After 6 PM,Delhi,5.4167,1.0,6554.0
2023-01-16,Monday,Indigo,6E-2002,Economy,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.75,1.0,6705.0
2023-01-16,Monday,Indigo,6E-6567,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.8333,1.0,6705.0
2023-01-16,Monday,Indigo,6E-2752,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Delhi,2.8333,1.0,6705.0
2023-01-16,Monday,Indigo,6E-613,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Delhi,2.9167,1.0,6705.0
2023-01-16,Monday,Indigo,6E-2598,Economy,Chennai,After 6 PM,non-stop,Before 6 AM,Delhi,3.0,1.0,6705.0
2023-01-16,Monday,Indigo,6E-189,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,5.75,1.0,6764.0
2023-01-16,Monday,Air India,AI-553,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.9167,1.0,6778.0
2023-01-16,Monday,Air India,AI-430,Economy,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.9167,1.0,6778.0
2023-01-16,Monday,Air India,AI-539,Economy,Chennai,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.9167,1.0,6778.0
2023-01-16,Monday,Air India,AI-538,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Delhi,2.9167,1.0,6778.0
2023-01-16,Monday,Air India,AI-557,Economy,Chennai,12 PM - 6 PM,non-stop,After 6 PM,Delhi,3.0,1.0,6778.0
2023-01-16,Monday,Indigo,6E-605,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.8333,1.0,7285.0
2023-01-16,Monday,Indigo,6E-6815,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.1667,1.0,7285.0
2023-01-16,Monday,Indigo,6E-847,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.5,1.0,7459.0
2023-01-16,Monday,Indigo,6E-2007,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.9167,1.0,7650.0
2023-01-16,Monday,Air India,AI-440,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.9167,1.0,8143.0
2023-01-16,Monday,Air India,AI-571,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,10.0,1.0,8983.0
2023-01-16,Monday,Air India,AI-574,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,20.6667,1.0,8983.0
2023-01-16,Monday,Vistara,UK-826,Economy,Chennai,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,12.5,1.0,9021.0
2023-01-16,Monday,Air India,AI-575,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,21.75,1.0,9634.0
2023-01-16,Monday,Indigo,6E-6381,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.1667,1.0,9059.0
2023-01-16,Monday,Vistara,UK-834,Economy,Chennai,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.5,1.0,9403.0
2023-01-16,Monday,Vistara,UK-832,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.5833,1.0,9403.0
2023-01-16,Monday,Vistara,UK-836,Economy,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.5833,1.0,9403.0
2023-01-16,Monday,Indigo,6E-6149,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,5.8333,1.0,9192.0
2023-01-16,Monday,SpiceJet,SG-443,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,9.1667,1.0,9619.0
2023-01-16,Monday,Indigo,6E-6239,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.5833,1.0,9370.0
2023-01-16,Monday,Air India,AI-672,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.9167,1.0,10474.0
2023-01-16,Monday,Indigo,6E-5306,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,6.3333,1.0,9860.0
2023-01-16,Monday,Indigo,6E-6215,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,5.5833,1.0,9893.0
2023-01-16,Monday,Indigo,6E-193,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,5.5833,1.0,9893.0
2023-01-16,Monday,Indigo,6E-562,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.6667,1.0,9942.0
2023-01-16,Monday,Indigo,6E-489,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,4.9167,1.0,10566.0
2023-01-16,Monday,SpiceJet,SG-329,Economy,Chennai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Delhi,26.8333,1.0,11060.0
2023-01-16,Monday,Indigo,6E-5214,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.1667,1.0,10801.0
2023-01-16,Monday,Indigo,6E-5367,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,6.5,1.0,11039.0
2023-01-16,Monday,Indigo,6E-515,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.5,1.0,11080.0
2023-01-16,Monday,Vistara,UK-828,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.8333,1.0,11484.0
2023-01-16,Monday,SpiceJet,SG-445,Economy,Chennai,After 6 PM,1-stop,After 6 PM,Delhi,23.0,1.0,11582.0
2023-01-16,Monday,Indigo,6E-188,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.75,1.0,11454.0
2023-01-16,Monday,Indigo,6E-561,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,5.6667,1.0,11686.0
2023-01-16,Monday,Indigo,6E-495,Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,5.3333,1.0,12120.0
2023-01-16,Monday,Vistara,UK-824,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,11.4167,1.0,12994.0
2023-01-16,Monday,Indigo,6E-606,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,6.4167,1.0,13131.0
2023-01-16,Monday,Air India,AI-569,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,11.75,1.0,14233.0
2023-01-16,Monday,Vistara,UK-822,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.1667,1.0,14254.0
2023-01-16,Monday,Indigo,6E-834,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.25,1.0,14154.0
2023-01-16,Monday,Indigo,6E-401,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,6.5,1.0,14450.0
2023-01-16,Monday,SpiceJet,SG-678,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,17.6667,1.0,15388.0
2023-01-16,Monday,Indigo,6E-447,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.5833,1.0,15260.0
2023-01-16,Monday,Indigo,6E-7005,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.5,1.0,15279.0
2023-01-16,Monday,Indigo,6E-539,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,6.5,1.0,15730.0
2023-01-16,Monday,Air India,AI-786,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,9.8333,1.0,16858.0
2023-01-16,Monday,Indigo,6E-848,Economy,Chennai,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,6.1667,1.0,18589.0
2023-01-16,Monday,Indigo,6E-253,Economy,Chennai,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,6.3333,1.0,21188.0
2023-01-16,Monday,Indigo,6E-6005,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.4167,1.0,23383.0
2023-01-16,Monday,Indigo,6E-588,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,6.5833,1.0,23889.0
2023-01-16,Monday,Air India,AI-549,Business,Chennai,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,9.6667,1.0,65697.0
2023-01-17,Tuesday,SpiceJet,SG-8108,Economy,Chennai,After 6 PM,non-stop,Before 6 AM,Delhi,2.75,2.0,6289.0
2023-01-17,Tuesday,Air India,AI-563,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.1667,2.0,6833.0
2023-01-17,Tuesday,Indigo,6E-6213,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.0833,2.0,9734.0
2023-01-17,Tuesday,Indigo,6E-5229,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.5833,2.0,10238.0
2023-01-17,Tuesday,Indigo,6E-6169,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.4167,2.0,13131.0
2023-01-18,Wednesday,Indigo,6E-6016,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Delhi,6.5833,3.0,8773.0
2023-01-19,Thursday,Indigo,6E-6192,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.9167,4.0,6705.0
2023-01-21,Saturday,Indigo,6E-6897,Economy,Chennai,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,4.9167,6.0,10978.0
2023-01-24,Tuesday,Indigo,6E-6925,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.6667,9.0,9946.0
2023-01-26,Thursday,SpiceJet,SG-9543,Economy,Chennai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,16.4167,11.0,7490.0
2023-01-29,Sunday,SpiceJet,SG-209,Economy,Chennai,After 6 PM,non-stop,Before 6 AM,Delhi,2.75,14.0,6346.0
2023-02-04,Saturday,Indigo,6E-6797,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.75,20.0,8273.0
2023-02-16,Thursday,Indigo,6E-288,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.5833,32.0,10203.0
2023-02-16,Thursday,Indigo,6E-891,Economy,Chennai,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,6.1667,32.0,13183.0
2023-02-16,Thursday,Indigo,6E-6374,Economy,Chennai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Delhi,5.0,32.0,14310.0
2023-01-16,Monday,AkasaAir,QP-1305,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Mumbai,2.0,1.0,3021.0
2023-01-16,Monday,Indigo,6E-195,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Mumbai,2.0,1.0,3035.0
2023-01-16,Monday,Indigo,6E-5325,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Mumbai,1.9167,1.0,3396.0
2023-01-16,Monday,AkasaAir,QP-1116,Economy,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,2.0833,1.0,3571.0
2023-01-16,Monday,Indigo,6E-6234,Economy,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Mumbai,2.0833,1.0,3791.0
2023-01-16,Monday,Indigo,6E-7446,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,6.5833,1.0,4479.0
2023-01-16,Monday,Indigo,6E-6288,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.5,1.0,6367.0
2023-01-16,Monday,Indigo,6E-6002,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Mumbai,4.5833,1.0,10821.0
2023-01-16,Monday,Indigo,6E-237,Economy,Chennai,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,7.75,1.0,10821.0
2023-01-16,Monday,Indigo,6E-7001,Economy,Chennai,Before 6 AM,1-stop,6 AM - 12 PM,Mumbai,6.6667,1.0,10951.0
2023-01-16,Monday,Indigo,6E-7183,Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Mumbai,5.0833,1.0,10999.0
2023-01-16,Monday,Indigo,6E-7044,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Mumbai,7.0,1.0,11874.0
2023-01-16,Monday,Indigo,6E-156,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Mumbai,7.1667,1.0,13855.0
2023-01-17,Tuesday,Indigo,6E-7351,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Mumbai,5.4167,2.0,16649.0
2023-01-22,Sunday,Indigo,6E-5394,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,6.9167,7.0,13855.0
2023-01-24,Tuesday,Indigo,6E-526,Economy,Chennai,Before 6 AM,1-stop,6 AM - 12 PM,Mumbai,6.75,9.0,10761.0
2023-01-25,Wednesday,Indigo,6E-923,Economy,Chennai,After 6 PM,1-stop,Before 6 AM,Mumbai,8.0833,10.0,10033.0
2023-01-16,Monday,AkasaAir,QP-1322,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,0.9167,1.0,1938.0
2023-01-16,Monday,AkasaAir,QP-1328,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Bangalore,1.0,1.0,1938.0
2023-01-16,Monday,AkasaAir,QP-1316,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,0.8333,1.0,2190.0
2023-01-16,Monday,AkasaAir,QP-1320,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.1667,1.0,2338.0
2023-01-16,Monday,AkasaAir,QP-1310,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Bangalore,0.9167,1.0,2638.0
2023-01-17,Tuesday,Indigo,6E-796,Economy,Chennai,After 6 PM,non-stop,After 6 PM,Bangalore,1.0,2.0,1934.0
2023-01-16,Monday,AllianceAir,9I-894,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Hyderabad,1.6667,1.0,5413.0
2023-01-16,Monday,Indigo,6E-782,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,4.75,1.0,10450.0
2023-01-16,Monday,Indigo,6E-479,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.8333,1.0,11609.0
2023-01-16,Monday,Indigo,6E-7084,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,8.6667,1.0,12000.0
2023-01-16,Monday,Indigo,6E-581,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,7.5,1.0,12361.0
2023-01-16,Monday,Indigo,6E-881,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.5,1.0,12456.0
2023-01-16,Monday,Indigo,6E-927,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,7.5,1.0,12771.0
2023-01-16,Monday,Indigo,6E-557,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,7.25,1.0,12812.0
2023-01-16,Monday,Indigo,6E-917,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,4.3333,1.0,13264.0
2023-01-16,Monday,Indigo,6E-7167,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.0833,1.0,13272.0
2023-01-16,Monday,Indigo,6E-7477,Economy,Chennai,12 PM - 6 PM,2+-stop,After 6 PM,Hyderabad,7.5833,1.0,13552.0
2023-01-16,Monday,Indigo,6E-7149,Economy,Chennai,After 6 PM,1-stop,After 6 PM,Hyderabad,3.9167,1.0,17249.0
2023-02-05,Sunday,Indigo,6E-238,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.8333,21.0,7062.0
2023-01-16,Monday,Indigo,6E-6011,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.5833,1.0,7182.0
2023-01-16,Monday,Indigo,6E-6113,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.75,1.0,7182.0
2023-01-16,Monday,Indigo,6E-6518,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,5.4167,1.0,8007.0
2023-01-16,Monday,Indigo,6E-183,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.75,1.0,8007.0
2023-01-16,Monday,Indigo,6E-6326,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Kolkata,2.25,1.0,8668.0
2023-01-16,Monday,Indigo,6E-597,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.25,1.0,13951.0
2023-01-17,Tuesday,Indigo,6E-6309,Economy,Chennai,Before 6 AM,1-stop,12 PM - 6 PM,Kolkata,7.75,2.0,8831.0
2023-01-18,Wednesday,Indigo,6E-522,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.9167,3.0,9314.0
2023-01-24,Tuesday,SpiceJet,SG-384,Economy,Chennai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Kolkata,2.4167,9.0,6856.0
2023-01-24,Tuesday,Indigo,6E-576,Economy,Chennai,Before 6 AM,1-stop,6 AM - 12 PM,Kolkata,6.1667,9.0,8831.0
2023-01-26,Thursday,Indigo,6E-244,Economy,Chennai,Before 6 AM,1-stop,6 AM - 12 PM,Kolkata,7.8333,11.0,20571.0
2023-02-21,Tuesday,Indigo,6E-6835,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.3333,37.0,5203.0
2023-01-16,Monday,Indigo,6E-502,Economy,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,7.3333,1.0,7146.0
2023-01-21,Saturday,Indigo,6E-6112,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Ahmedabad,2.4167,6.0,6543.0
2023-01-16,Monday,SpiceJet,SG-2975,Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Delhi,12.4167,1.0,6628.0
2023-01-16,Monday,AllianceAir,9I-696,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Delhi,3.0833,1.0,6847.0
2023-01-16,Monday,Indigo,6E-6375,Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.0833,1.0,7602.0
2023-01-16,Monday,GO FIRST,G8-720,Economy,Ahmedabad,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,1.5833,1.0,8424.0
2023-01-16,Monday,GO FIRST,G8-714,Economy,Ahmedabad,After 6 PM,non-stop,Before 6 AM,Delhi,1.5833,1.0,8424.0
