Date_of_journey,Journey_day,Airline,Flight_code,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Days_left,Fare
2023-01-16,Monday,Vistara,UK-651,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,27.0,1.0,54564.0
2023-01-16,Monday,Air India,AI-573,Business,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,15.0833,1.0,57062.0
2023-01-16,Monday,Air India,AI-576,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,9.6667,1.0,57062.0
2023-01-16,Monday,Air India,AI-603,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.0833,1.0,58013.0
2023-01-16,Monday,Vistara,UK-851,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.1667,1.0,78397.0
2023-01-16,Monday,Vistara,UK-865,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,14.5,1.0,81998.0
2023-01-17,Tuesday,Air India,AI-866,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.3333,2.0,5943.0
2023-01-17,Tuesday,Vistara,UK-970,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.25,2.0,7308.0
2023-01-17,Tuesday,GO FIRST,G8-344,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,15.0,2.0,6863.0
2023-01-17,Tuesday,Indigo,6E-266,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.3333,2.0,7481.0
2023-01-17,Tuesday,Air India,AI-641,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Delhi,27.5,2.0,8203.0
2023-01-17,Tuesday,SpiceJet,SG-276,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,4.3333,2.0,8833.0
2023-01-17,Tuesday,Air India,AI-633,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,3.6667,2.0,9165.0
2023-01-17,Tuesday,Air India,AI-615,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,17.1667,2.0,11367.0
2023-01-17,Tuesday,Air India,AI-673,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,9.6667,2.0,12274.0
2023-01-17,Tuesday,Air India,AI-669,Economy,Mumbai,Before 6 AM,1-stop,Before 6 AM,Delhi,18.1667,2.0,13083.0
2023-01-17,Tuesday,Indigo,6E-5315,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,9.5833,2.0,15866.0
2023-01-17,Tuesday,Air India,AI-655,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.4167,2.0,20999.0
2023-01-17,Tuesday,Vistara,UK-877,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,4.8333,2.0,21620.0
2023-01-17,Tuesday,Air India,AI-619,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,12.75,2.0,24812.0
2023-01-17,Tuesday,Air India,AI-617,Business,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,21.9167,2.0,42781.0
2023-01-17,Tuesday,Vistara,UK-857,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,15.0833,2.0,56893.0
2023-01-18,Wednesday,GO FIRST,G8-317,Economy,Mumbai,Before 6 AM,2+-stop,After 6 PM,Delhi,14.5833,3.0,6863.0
2023-01-18,Wednesday,Air India,AI-609,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.75,3.0,53152.0
2023-01-19,Thursday,GO FIRST,G8-381,Economy,Mumbai,6 AM - 12 PM,2+-stop,After 6 PM,Delhi,12.25,4.0,6863.0
2023-01-19,Thursday,Air India,AI-689,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.1667,4.0,7308.0
2023-01-19,Thursday,Indigo,6E-5125,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,10.0,4.0,8069.0
2023-01-21,Saturday,SpiceJet,SG-349,Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,19.25,6.0,7248.0
2023-01-22,Sunday,GO FIRST,G8-247,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,11.9167,7.0,5892.0
2023-01-22,Sunday,Vistara,UK-861,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.3333,7.0,17913.0
2023-01-22,Sunday,GO FIRST,G8-244,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.1667,7.0,39687.0
2023-01-24,Tuesday,Indigo,6E-107,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Delhi,4.6667,9.0,6409.0
2023-01-30,Monday,Indigo,6E-3298,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.0833,15.0,7311.0
2023-01-30,Monday,AirAsia,I5-762,Economy,Mumbai,6 AM - 12 PM,2+-stop,After 6 PM,Delhi,10.5833,15.0,8568.0
2023-01-31,Tuesday,Air India,AI-691,Business,Mumbai,Before 6 AM,1-stop,After 6 PM,Delhi,18.25,16.0,50097.0
2023-02-01,Wednesday,GO FIRST,G8-397,Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,14.5833,17.0,5978.0
2023-02-01,Wednesday,Indigo,6E-294,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.6667,17.0,9723.0
2023-02-01,Wednesday,Indigo,6E-821,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,8.3333,17.0,10810.0
2023-02-08,Wednesday,GO FIRST,G8-390,Economy,Mumbai,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,9.0,24.0,5423.0
2023-02-13,Monday,AirAsia,I5-769,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.0,29.0,5959.0
2023-01-16,Monday,AkasaAir,QP-1367,Economy,Mumbai,After 6 PM,non-stop,Before 6 AM,Bangalore,1.75,1.0,2851.0
2023-01-16,Monday,Indigo,6E-5256,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Bangalore,1.8333,1.0,3190.0
2023-01-16,Monday,AkasaAir,QP-6513,Economy,Mumbai,12 PM - 6 PM,non-stop,After 6 PM,Bangalore,1.8333,1.0,3465.0
2023-01-16,Monday,AkasaAir,QP-1341,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Bangalore,1.6667,1.0,3599.0
2023-01-16,Monday,Indigo,6E-5252,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Bangalore,1.9167,1.0,3795.0
2023-01-16,Monday,AkasaAir,QP-1105,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,1.5,1.0,3799.0
2023-01-16,Monday,AkasaAir,QP-1306,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Bangalore,1.8333,1.0,3799.0
2023-01-16,Monday,Indigo,6E-5221,Economy,Mumbai,12 PM - 6 PM,non-stop,After 6 PM,Bangalore,1.9167,1.0,3900.0
2023-01-16,Monday,AkasaAir,QP-1363,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,1.5,1.0,4190.0
2023-01-16,Monday,Indigo,6E-5284,Economy,Mumbai,Before 6 AM,non-stop,Before 6 AM,Bangalore,1.75,1.0,4390.0
2023-01-16,Monday,Indigo,6E-5294,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,1.5833,1.0,4960.0
2023-01-16,Monday,Indigo,6E-5382,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,1.5,1.0,5045.0
2023-01-16,Monday,Indigo,6E-5265,Economy,Mumbai,Before 6 AM,1-stop,12 PM - 6 PM,Bangalore,6.75,1.0,5326.0
2023-01-16,Monday,AkasaAir,QP-1103,Economy,Mumbai,Before 6 AM,non-stop,Before 6 AM,Bangalore,1.6667,1.0,5944.0
2023-01-16,Monday,AkasaAir,QP-1110,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.75,1.0,5944.0
2023-01-16,Monday,Indigo,6E-5337,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,4.6667,1.0,6149.0
2023-01-16,Monday,Indigo,6E-907,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,5.0833,1.0,6249.0
2023-01-16,Monday,Indigo,6E-5213,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,5.0833,1.0,6565.0
2023-01-16,Monday,Indigo,6E-696,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,7.9167,1.0,6565.0
2023-01-16,Monday,Indigo,6E-5352,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.75,1.0,6600.0
2023-01-16,Monday,Indigo,6E-5303,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Bangalore,5.4167,1.0,6924.0
2023-01-16,Monday,Indigo,6E-5307,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,7.3333,1.0,7283.0
2023-01-16,Monday,Indigo,6E-5211,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.8333,1.0,7741.0
2023-01-16,Monday,SpiceJet,SG-455,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,9.1667,1.0,8547.0
2023-01-16,Monday,Indigo,6E-5296,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.5833,1.0,8771.0
2023-01-16,Monday,Indigo,6E-332,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.6667,1.0,8771.0
2023-01-16,Monday,Indigo,6E-2486,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.0833,1.0,9198.0
2023-01-16,Monday,Indigo,6E-5388,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,6.75,1.0,9199.0
2023-01-16,Monday,Indigo,6E-5271,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,4.8333,1.0,9713.0
2023-01-16,Monday,Indigo,6E-5258,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Bangalore,4.6667,1.0,10249.0
2023-01-16,Monday,Indigo,6E-5317,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Bangalore,5.3333,1.0,10249.0
2023-01-16,Monday,Indigo,6E-6293,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.9167,1.0,10651.0
2023-01-16,Monday,Indigo,6E-5202,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,4.5833,1.0,12716.0
2023-01-16,Monday,Indigo,6E-772,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,5.0,1.0,13818.0
2023-01-16,Monday,Indigo,6E-5246,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,4.4167,1.0,18648.0
2023-01-16,Monday,Indigo,6E-5172,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,7.5,1.0,20512.0
2023-01-16,Monday,Indigo,6E-179,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,4.75,1.0,21326.0
2023-01-17,Tuesday,Indigo,6E-6571,Economy,Mumbai,After 6 PM,non-stop,Before 6 AM,Bangalore,1.5833,2.0,4390.0
2023-01-17,Tuesday,Indigo,6E-6809,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,7.9167,2.0,6832.0
2023-01-17,Tuesday,Indigo,6E-461,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,4.5,2.0,9146.0
2023-01-17,Tuesday,Indigo,6E-157,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,6.9167,2.0,10515.0
2023-01-17,Tuesday,Indigo,6E-6703,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,6.25,2.0,13562.0
2023-01-17,Tuesday,Indigo,6E-5187,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,7.75,2.0,15050.0
2023-01-17,Tuesday,Indigo,6E-5267,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,7.4167,2.0,20512.0
2023-01-18,Wednesday,SpiceJet,SG-475,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Bangalore,25.5,3.0,4005.0
2023-01-18,Wednesday,Indigo,6E-138,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,3.8333,3.0,10451.0
2023-01-18,Wednesday,Indigo,6E-6701,Economy,Mumbai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Bangalore,5.4167,3.0,34325.0
2023-01-19,Thursday,SpiceJet,SG-488,Economy,Mumbai,6 AM - 12 PM,1-stop,Before 6 AM,Bangalore,13.0,4.0,8165.0
2023-01-25,Wednesday,Indigo,6E-5285,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.5,10.0,13122.0
2023-01-27,Friday,Indigo,6E-165,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Bangalore,5.1667,12.0,6884.0
2023-01-29,Sunday,Indigo,6E-6674,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.1667,14.0,13503.0
2023-02-01,Wednesday,Indigo,6E-5212,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.6667,17.0,3650.0
2023-02-01,Wednesday,Indigo,6E-136,Economy,Mumbai,Before 6 AM,1-stop,12 PM - 6 PM,Bangalore,6.75,17.0,4303.0
2023-02-13,Monday,AirAsia,I5-332,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Bangalore,1.6667,29.0,2851.0
2023-02-18,Saturday,Indigo,6E-7292,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,8.0,34.0,7781.0
2023-01-16,Monday,Indigo,6E-567,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Hyderabad,4.1667,1.0,8119.0
2023-01-16,Monday,Indigo,6E-5291,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,6.8333,1.0,9122.0
2023-01-16,Monday,Indigo,6E-5206,Economy,Mumbai,After 6 PM,1-stop,Before 6 AM,Hyderabad,4.8333,1.0,11023.0
2023-01-16,Monday,Indigo,6E-5079,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,4.8333,1.0,13291.0
2023-01-16,Monday,Indigo,6E-5228,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,5.1667,1.0,16086.0
2023-01-26,Thursday,AllianceAir,9I-302,Economy,Mumbai,12 PM - 6 PM,non-stop,After 6 PM,Hyderabad,2.0,11.0,3843.0
2023-02-01,Wednesday,Indigo,6E-124,Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,4.8333,17.0,8651.0
2023-02-15,Wednesday,Indigo,6E-128,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,7.3333,31.0,8379.0
2023-01-16,Monday,Indigo,6E-5287,Economy,Mumbai,After 6 PM,non-stop,Before 6 AM,Kolkata,2.6667,1.0,9302.0
2023-01-16,Monday,Indigo,6E-395,Economy,Mumbai,12 PM - 6 PM,non-stop,After 6 PM,Kolkata,2.6667,1.0,9302.0
2023-01-16,Monday,SpiceJet,SG-241,Economy,Mumbai,Before 6 AM,non-stop,6 AM - 12 PM,Kolkata,2.8333,1.0,9566.0
2023-01-16,Monday,Indigo,6E-6514,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.3333,1.0,9302.0
2023-01-16,Monday,Indigo,6E-5311,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Kolkata,2.5833,1.0,9302.0
2023-01-16,Monday,SpiceJet,SG-467,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Kolkata,2.5,1.0,9882.0
2023-01-16,Monday,Indigo,6E-5354,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Kolkata,2.5833,1.0,9933.0
2023-01-16,Monday,Indigo,6E-6749,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.6667,1.0,10563.0
2023-01-16,Monday,Indigo,6E-5253,Economy,Mumbai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Kolkata,2.75,1.0,10563.0
2023-01-16,Monday,Indigo,6E-5297,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.0833,1.0,15339.0
2023-01-16,Monday,Indigo,6E-6083,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,6.8333,1.0,15446.0
2023-01-16,Monday,Indigo,6E-5301,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,4.8333,1.0,16842.0
2023-01-16,Monday,Indigo,6E-5178,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,6.6667,1.0,18717.0
2023-01-17,Tuesday,SpiceJet,SG-163,Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Kolkata,21.25,2.0,11545.0
2023-01-17,Tuesday,Indigo,6E-5305,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,7.25,2.0,13084.0
2023-01-21,Saturday,Indigo,6E-5124,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,7.1667,6.0,11356.0
2023-01-23,Monday,SpiceJet,SG-251,Economy,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Kolkata,18.3333,8.0,9092.0
2023-01-24,Tuesday,SpiceJet,SG-611,Economy,Mumbai,Before 6 AM,1-stop,12 PM - 6 PM,Kolkata,7.5833,9.0,8437.0
2023-01-24,Tuesday,Indigo,6E-5273,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,4.75,9.0,9312.0
2023-01-16,Monday,GO FIRST,G8-305,Economy,Mumbai,Before 6 AM,non-stop,6 AM - 12 PM,Chennai,1.8333,1.0,2811.0
2023-01-16,Monday,AkasaAir,QP-1115,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Chennai,2.0,1.0,3784.0
2023-01-16,Monday,AkasaAir,QP-1304,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Chennai,1.8333,1.0,4334.0
2023-01-16,Monday,Indigo,6E-6064,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Chennai,4.75,1.0,8675.0
2023-01-16,Monday,SpiceJet,SG-220,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Chennai,25.5,1.0,13312.0
2023-01-16,Monday,Indigo,6E-2528,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Chennai,6.3333,1.0,15251.0
2023-01-21,Saturday,GO FIRST,G8-4035,Economy,Mumbai,After 6 PM,non-stop,Before 6 AM,Chennai,2.0,6.0,6887.0
2023-01-29,Sunday,SpiceJet,SG-253,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Chennai,1.8333,14.0,4558.0
2023-01-29,Sunday,Indigo,6E-6398,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,6.5833,14.0,15761.0
2023-02-05,Sunday,Indigo,6E-5262,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,6.5833,21.0,13410.0
2023-01-16,Monday,AkasaAir,QP-1107,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Ahmedabad,1.25,1.0,3793.0
2023-01-16,Monday,AkasaAir,QP-1101,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Ahmedabad,1.3333,1.0,14693.0
2023-01-17,Tuesday,AkasaAir,QP-1113,Economy,Mumbai,Before 6 AM,non-stop,6 AM - 12 PM,Ahmedabad,1.25,2.0,2644.0
2023-01-18,Wednesday,StarAir,S5-112,Economy,Mumbai,12 PM - 6 PM,1-stop,12 PM - 6 PM,Ahmedabad,3.25,3.0,24647.0
2023-02-03,Friday,GO FIRST,G8-306,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,6.9167,19.0,8626.0
2023-01-16,Monday,Air India,AI-507,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,3.0,1.0,5250.0
2023-01-16,Monday,Air India,AI-808,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Delhi,3.1667,1.0,5250.0
2023-01-16,Monday,AirAsia,I5-749,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Delhi,2.75,1.0,5236.0
2023-01-16,Monday,Vistara,UK-820,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.6667,1.0,5236.0
2023-01-16,Monday,Vistara,UK-802,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.6667,1.0,5236.0
2023-01-16,Monday,Vistara,UK-818,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.6667,1.0,5236.0
2023-01-16,Monday,Vistara,UK-814,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.75,1.0,5236.0
2023-01-16,Monday,Indigo,6E-2402,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.9167,1.0,5236.0
2023-01-16,Monday,Indigo,6E-6813,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Delhi,3.0,1.0,5236.0
2023-01-16,Monday,GO FIRST,G8-118,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Delhi,2.75,1.0,5238.0
2023-01-16,Monday,Air India,AI-509,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,3.0,1.0,5250.0
2023-01-16,Monday,AirAsia,I5-819,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.4167,1.0,5658.0
2023-01-16,Monday,AirAsia,I5-942,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.75,1.0,5658.0
2023-01-16,Monday,AirAsia,I5-976,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.6667,1.0,5658.0
2023-01-16,Monday,AirAsia,I5-1781,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.5,1.0,5658.0
2023-01-16,Monday,AirAsia,I5-1621,Economy,Bangalore,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,7.5833,1.0,5658.0
2023-01-16,Monday,AirAsia,I5-1452,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.9167,1.0,5658.0
2023-01-16,Monday,Indigo,6E-869,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.8333,1.0,5341.0
2023-01-16,Monday,Indigo,6E-6621,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.8333,1.0,5341.0
2023-01-16,Monday,Indigo,6E-2174,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.8333,1.0,5341.0
2023-01-16,Monday,Indigo,6E-2053,Economy,Bangalore,After 6 PM,non-stop,Before 6 AM,Delhi,2.8333,1.0,5341.0
2023-01-16,Monday,Indigo,6E-5039,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.9167,1.0,5341.0
2023-01-16,Monday,Indigo,6E-735,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.9167,1.0,5341.0
2023-01-16,Monday,Indigo,6E-2401,Economy,Bangalore,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,3.0,1.0,5341.0
2023-01-16,Monday,Vistara,UK-816,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.6667,1.0,5763.0
2023-01-16,Monday,Air India,AI-503,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.8333,1.0,5500.0
2023-01-16,Monday,Indigo,6E-6753,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.5833,1.0,5659.0
2023-01-16,Monday,Indigo,6E-116,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,5.8333,1.0,5659.0
2023-01-16,Monday,Indigo,6E-687,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,5.9167,1.0,5659.0
2023-01-16,Monday,Indigo,6E-6491,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,6.25,1.0,5659.0
2023-01-16,Monday,Indigo,6E-6743,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.4167,1.0,5659.0
2023-01-16,Monday,Indigo,6E-484,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.8333,1.0,5659.0
2023-01-16,Monday,Indigo,6E-6802,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.3333,1.0,5659.0
2023-01-16,Monday,Indigo,6E-469,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.6667,1.0,5659.0
2023-01-16,Monday,Indigo,6E-528,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,8.8333,1.0,5659.0
2023-01-16,Monday,Indigo,6E-6273,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,8.8333,1.0,5659.0
2023-01-16,Monday,Indigo,6E-6923,Economy,Bangalore,Before 6 AM,1-stop,12 PM - 6 PM,Delhi,9.0,1.0,5659.0
2023-01-16,Monday,AirAsia,I5-1731,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Delhi,2.8333,1.0,6058.0
2023-01-16,Monday,AirAsia,I5-1532,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,5.8333,1.0,6209.0
2023-01-16,Monday,Vistara,UK-553,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,11.1667,1.0,6349.0
2023-01-16,Monday,AirAsia,I5-1455,Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,9.0833,1.0,6400.0
2023-01-16,Monday,Vistara,UK-808,Economy,Bangalore,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.5833,1.0,6603.0
2023-01-16,Monday,SpiceJet,SG-535,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.75,1.0,7096.0
2023-01-16,Monday,Indigo,6E-871,Economy,Bangalore,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.8333,1.0,7339.0
2023-01-16,Monday,Vistara,UK-850,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,5.0833,1.0,8361.0
2023-01-16,Monday,Air India,AI-642,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,11.9167,1.0,8167.0
2023-01-16,Monday,Air India,AI-610,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,14.0,1.0,8167.0
